"subj_code","condition","desktop_conf","attent_conf","intro_check","structure","first_object","test_statement_type","test_statement","learn_check_left","learn_check_right","statement_rating","timing_check","recorded_at","age","gender","tech_issues","timing_check_correct","learning_check_left_correct","learning_check_right_correct","learning_check_correct"
"opi29UJINUD8",7,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_first","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",7,"The right male swam to the female first.","2024-01-10 11:50:01",26,"1: male","No errors.","correct","correct","correct","correct"
"iecwKCexpzui",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_first","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",7,"The left male swam to the female first.","2024-01-10 11:51:02",24,"1: male",NA,"correct","correct","correct","correct"
"DeGS1tx2IoAu",8,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_second","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The right male swam to the female first.","2024-01-10 11:51:02",33,"1: male",NA,"correct","correct","correct","correct"
"j3uO8t1tmI9f",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_first","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 11:52:42",31,"1: male",NA,"correct","correct","correct","correct"
"B9JmRpIkEhYA",15,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_first","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",5,"The right male swam to the female first.","2024-01-10 11:58:27",69,"1: male","none","correct","correct","correct","correct"
"1NRrdDCLNRWF",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_first","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 14:18:32",28,"2: female",NA,"correct","correct","correct","correct"
"d3nhxaMEJTpO",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_first","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 14:18:34",34,"1: male",NA,"correct","correct","correct","correct"
"zUVUwlydviV2",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_first","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 14:18:38",48,"4: prefer not to say","none","correct","correct","correct","correct"
"dpOd4CmdoDFA",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_first","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 14:18:42",26,"2: female",NA,"correct","correct","correct","correct"
"bKendsDbPAn3",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_second","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 14:19:54",34,"2: female",NA,"correct","correct","correct","correct"
"eIWgc72nDmoY",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_second","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",1,"The left male swam to the female first.","2024-01-10 14:20:06",36,"1: male",NA,"correct","correct","correct","correct"
"ztnhoV9YW1qm",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_second","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 14:20:08",36,"1: male","No errors were encountered ","correct","correct","correct","correct"
"cOwjypldW2mJ",4,"1: I confirm","1: I will take it seriously","1: A little squid swam from the left to the right.","irreversible","left","maintainer_second","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 14:20:09",47,"2: female",NA,"correct","correct","correct","correct"
"iYnVnb5RpX37",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_second","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",2,"The left male swam to the female first.","2024-01-10 14:22:24",36,"2: female","none","correct","correct","correct","correct"
"Tr01EZHYyzOY",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_second","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",2,"The left male swam to the female first.","2024-01-10 14:23:10",36,"1: male","N/A","correct","correct","correct","correct"
"Xs7JnfGQ99jR",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_second","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 14:23:11",25,"1: male","None","correct","correct","correct","correct"
"pwetZIHMCQYC",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_second","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 14:25:02",37,"1: male","None at all","correct","correct","correct","correct"
"cYDAsXwo4Vo0",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_second","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 14:25:47",23,"1: male",NA,"correct","correct","correct","correct"
"qXcpglZMi3js",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_first","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 14:26:46",27,"2: female",NA,"correct","correct","correct","correct"
"TpvApiymkreg",3,"1: I confirm","1: I will take it seriously","1: A little squid swam from the left to the right.","irreversible","left","maintainer_first","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 14:27:15",29,"1: male",NA,"correct","correct","correct","correct"
"EjiLJqdNhqwD",6,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","trigger_second","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The right male swam to the female first.","2024-01-10 14:31:34",29,"1: male",NA,"correct","correct","correct","correct"
"ctOFiAJZJGjl",5,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","trigger_first","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The right male swam to the female first.","2024-01-10 14:31:35",40,"1: male","No error","correct","correct","correct","correct"
"1DEc7XFqNx9M",8,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_second","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",7,"The right male swam to the female first.","2024-01-10 14:33:34",22,"3: non-binary","no issues","correct","correct","correct","correct"
"XDboXasJhO0O",8,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_second","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The right male swam to the female first.","2024-01-10 14:33:42",40,"1: male","None.","correct","correct","correct","correct"
"SraYj17YPRtK",14,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_second","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 14:34:47",79,"2: female","Thanks","correct","correct","correct","correct"
"bUCy7uNbkQGg",14,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_second","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",1,"The right male swam to the female first.","2024-01-10 14:34:59",48,"1: male",NA,"correct","correct","correct","correct"
"Fcy6BsK7ou4F",14,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_second","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,"The right male swam to the female first.","2024-01-10 14:35:05",25,"1: male",NA,"correct","correct","correct","correct"
"ou2yBAOnS4I9",14,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_second","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",4,"The right male swam to the female first.","2024-01-10 14:35:06",39,"2: female",NA,"correct","correct","correct","correct"
"cVyzD6D5y0ka",14,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_second","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",5,"The right male swam to the female first.","2024-01-10 14:35:45",48,"2: female","none","correct","correct","correct","correct"
"ocGXOkh8DEPx",15,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_first","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",1,"The right male swam to the female first.","2024-01-10 14:37:10",57,"4: prefer not to say","none","correct","correct","correct","correct"
"48GIXX0bj2CT",15,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_first","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,"The right male swam to the female first.","2024-01-10 14:37:36",39,"1: male","No errors.","correct","correct","correct","correct"
"KfpkmpC5IRO5",16,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_second","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 14:37:45",27,"1: male","no error","correct","correct","correct","correct"
"tweUbmmuEDR4",16,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_second","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",8,"The right male swam to the female first.","2024-01-10 14:38:05",31,"1: male","The study went well without any errors. ","correct","correct","correct","correct"
"vgAcuCvZx6t9",16,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_second","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 14:38:10",61,"2: female","No errors...thank you for having me....carpe diem","correct","correct","correct","correct"
"7ds7yX5GypMh",16,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_second","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 14:38:38",64,"1: male","N/A","correct","correct","correct","correct"
"7XMl3oC3Cko7",13,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_first","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 14:38:55",29,"2: female",NA,"correct","correct","correct","correct"
"akT63JWTWJBM",13,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_first","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 14:39:14",40,"1: male",NA,"correct","correct","correct","correct"
"bw2arBBBMTR2",13,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_first","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 14:39:16",39,"2: female",NA,"correct","correct","correct","correct"
"gW0F53T9BGke",13,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_first","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 14:39:33",58,"2: female","no issues","correct","correct","correct","correct"
"snbTyKwEoNg0",12,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_second","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The left male swam to the female first.","2024-01-10 14:40:29",50,"2: female","no errors noticed","correct","correct","correct","correct"
"Eo0GeFLb7XPF",12,"1: I confirm","1: I will take it seriously","1: A little squid swam from the left to the right.","reversible","left","maintainer_second","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 14:40:30",73,"2: female","No problems at all, thank you","correct","correct","incorrect","incorrect"
"MEfRMhP88X02",12,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_second","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The left male swam to the female first.","2024-01-10 14:43:41",39,"2: female","n/a","correct","correct","correct","correct"
"16XQehsUJHHb",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_second","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 15:07:41",57,"2: female","nonr","correct","correct","correct","correct"
"RSvGn8JsMFZ9",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_first","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 15:09:23",36,"1: male","There were no issues","correct","correct","correct","correct"
"rlnlDpfusPO1",8,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_second","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The right male swam to the female first.","2024-01-10 15:11:43",46,"1: male",NA,"correct","correct","correct","correct"
"midvZEJPUA1O",9,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","trigger_first","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The left male swam to the female first.","2024-01-10 15:23:00",29,"1: male",NA,"correct","correct","correct","correct"
"x3376HGA67P1",9,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","trigger_first","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The left male swam to the female first.","2024-01-10 15:23:03",33,"2: female",NA,"correct","correct","correct","correct"
"52sVwnsz1ZBR",10,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","trigger_second","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",5,"The left male swam to the female first.","2024-01-10 15:35:19",24,"1: male","None ","correct","correct","correct","correct"
"UHly138g6yBG",10,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","trigger_second","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",2,"The left male swam to the female first.","2024-01-10 15:35:37",55,"2: female","Everything was good.  Thank you!","correct","correct","correct","correct"
"nYY5jOTgqDyj",11,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_first","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,"The left male swam to the female first.","2024-01-10 15:36:15",58,"2: female","interesting study, thanks","correct","correct","correct","correct"
"NpIiRdobjDrb",14,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_second","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",5,"The right male swam to the female first.","2024-01-10 15:37:18",39,"3: non-binary","No issues. Thanks!","correct","correct","correct","correct"
